geo_name,geo_sumlevel,geo_id,median_property_value_2013,median_property_value_2014,median_property_value_2015,median_property_value_2016
"Dallas County, AR","county",05000US05039,59200,59700,62000,61000
"Desha County, AR","county",05000US05041,55100,56900,59300,58800
"Drew County, AR","county",05000US05043,83300,87400,93600,94200
"Faulkner County, AR","county",05000US05045,137800,141700,146100,149900
"Franklin County, AR","county",05000US05047,93000,91900,93100,94000
"Fulton County, AR","county",05000US05049,88200,88000,96700,88500
"Garland County, AR","county",05000US05051,130500,130200,130700,133700
"Grant County, AR","county",05000US05053,100800,101600,108300,117800
"Greene County, AR","county",05000US05055,99100,101700,107700,105300
"Hempstead County, AR","county",05000US05057,73100,74900,74700,76300
"Hot Spring County, AR","county",05000US05059,81300,83300,83300,85600
"Howard County, AR","county",05000US05061,74500,79000,83900,90100
"Independence County, AR","county",05000US05063,88900,91300,96000,99900
"Izard County, AR","county",05000US05065,73900,74000,78000,77600
"Jackson County, AR","county",05000US05067,56500,58200,60600,63600
"Jefferson County, AR","county",05000US05069,81100,81400,82000,81900
"Johnson County, AR","county",05000US05071,88700,86800,89900,90100
"Lafayette County, AR","county",05000US05073,52200,56800,61400,63300
"Lawrence County, AR","county",05000US05075,59800,62700,64500,69700
"Lee County, AR","county",05000US05077,54700,56800,59500,64600
"Lincoln County, AR","county",05000US05079,59300,57300,59600,65000
"Little River County, AR","county",05000US05081,80900,74400,75500,73700
"Logan County, AR","county",05000US05083,81100,80000,83200,87400
"Lonoke County, AR","county",05000US05085,120600,121900,126900,131700
"Madison County, AR","county",05000US05087,92800,89600,96100,100100
"Marion County, AR","county",05000US05089,92700,95300,102900,109700
"Miller County, AR","county",05000US05091,92900,92400,94600,99600
"Mississippi County, AR","county",05000US05093,75300,78000,79600,80700
"Monroe County, AR","county",05000US05095,52200,54100,55000,56400
"Montgomery County, AR","county",05000US05097,76400,76600,82200,88200
"Nevada County, AR","county",05000US05099,64600,64300,66600,65300
"Newton County, AR","county",05000US05101,74600,72400,82900,84800
"Ouachita County, AR","county",05000US05103,70000,67800,66400,66900
"Perry County, AR","county",05000US05105,77700,77200,84200,84500
"Phillips County, AR","county",05000US05107,59500,63500,61200,62900
"Pike County, AR","county",05000US05109,75200,74700,74700,77300
"Poinsett County, AR","county",05000US05111,71300,71300,74200,77900
"Polk County, AR","county",05000US05113,82700,85100,84300,83900
"Pope County, AR","county",05000US05115,110200,115900,117100,120900
"Prairie County, AR","county",05000US05117,72400,71300,66400,67100
"Pulaski County, AR","county",05000US05119,140500,141600,142400,144000
"Randolph County, AR","county",05000US05121,74100,70000,73700,79000
"St. Francis County, AR","county",05000US05123,65600,65600,60800,62700
"Saline County, AR","county",05000US05125,138600,139300,141400,143900
"Scott County, AR","county",05000US05127,82100,78600,76800,77700
"Searcy County, AR","county",05000US05129,85100,85400,86300,82800
"Sebastian County, AR","county",05000US05131,114500,113800,114600,114800
"Sevier County, AR","county",05000US05133,68800,68200,68200,70400
"Sharp County, AR","county",05000US05135,73800,73600,74800,76700
"Stone County, AR","county",05000US05137,88100,91200,92700,104800
"Union County, AR","county",05000US05139,75000,72800,74600,77800
"Van Buren County, AR","county",05000US05141,86700,86000,89900,92000
"Washington County, AR","county",05000US05143,148800,149400,151900,157400
"White County, AR","county",05000US05145,100100,103200,108800,113500
"Woodruff County, AR","county",05000US05147,58400,57600,60000,62700
"Yell County, AR","county",05000US05149,91200,94300,94900,100100
"Alameda County, CA","county",05000US06001,493800,509300,543100,593500
"Alpine County, CA","county",05000US06003,333600,313800,295000,329500
"Amador County, CA","county",05000US06005,270500,251800,251000,265900
"Butte County, CA","county",05000US06007,225900,220100,221700,228500
"Calaveras County, CA","county",05000US06009,254800,242600,243800,259000
"Colusa County, CA","county",05000US06011,181600,174500,196000,205000
"Contra Costa County, CA","county",05000US06013,404000,417400,439900,472900
"Del Norte County, CA","county",05000US06015,198400,180100,183700,183600
"El Dorado County, CA","county",05000US06017,359500,356900,363000,379200
"Fresno County, CA","county",05000US06019,195400,191700,194600,204900
"Glenn County, CA","county",05000US06021,217700,214600,204400,215800
"Humboldt County, CA","county",05000US06023,288300,281300,279300,279000
"Imperial County, CA","county",05000US06025,147300,145200,151600,159000
"Inyo County, CA","county",05000US06027,236100,235200,240100,235500
"Kern County, CA","county",05000US06029,161700,161800,167400,175600
"Kings County, CA","county",05000US06031,176900,170000,169500,172000
"Lake County, CA","county",05000US06033,183600,167900,164300,167300
"Lassen County, CA","county",05000US06035,185500,176500,172900,174500
"Los Angeles County, CA","county",05000US06037,420200,425100,441900,465000
"Madera County, CA","county",05000US06039,182000,179100,189700,204800
"Marin County, CA","county",05000US06041,781900,785100,815100,859400
"Mariposa County, CA","county",05000US06043,235000,240300,235900,250800
"Mendocino County, CA","county",05000US06045,323600,310300,308400,319100
"Merced County, CA","county",05000US06047,146400,152600,161200,171800
"Modoc County, CA","county",05000US06049,164100,157300,153100,144600
"Mono County, CA","county",05000US06051,344500,324600,313000,286100
"Monterey County, CA","county",05000US06053,362400,362100,369100,393300
"Napa County, CA","county",05000US06055,428600,439000,466800,503100
"Nevada County, CA","county",05000US06057,357300,344800,347000,355900
"Orange County, CA","county",05000US06059,519600,532300,553600,584200
"Placer County, CA","county",05000US06061,342000,345900,358500,380900
"Plumas County, CA","county",05000US06063,243700,231400,217200,221300
"Riverside County, CA","county",05000US06065,231000,236400,253200,276300
"Sacramento County, CA","county",05000US06067,234200,236500,248400,271300
"San Benito County, CA","county",05000US06069,343000,357200,380200,423100
"San Bernardino County, CA","county",05000US06071,222300,225400,236700,256000
"San Diego County, CA","county",05000US06073,402100,412800,429600,454600
"San Francisco County, CA","county",05000US06075,744600,765700,799600,858800
"San Joaquin County, CA","county",05000US06077,208000,211300,223000,246900
"San Luis Obispo County, CA","county",05000US06079,426600,426200,445700,471800
"San Mateo County, CA","county",05000US06081,722200,736800,776300,845300
"Santa Barbara County, CA","county",05000US06083,453000,446500,465300,480000
"Santa Clara County, CA","county",05000US06085,645600,664100,698600,752400
"Santa Cruz County, CA","county",05000US06087,557500,559500,578800,615200
"Shasta County, CA","county",05000US06089,220000,213700,216600,223500
"Sierra County, CA","county",05000US06091,231400,195700,170400,170300
"Siskiyou County, CA","county",05000US06093,200800,185400,174700,173100
"Solano County, CA","county",05000US06095,262400,263600,279100,305900
"Sonoma County, CA","county",05000US06097,407400,414500,436400,464700
"Stanislaus County, CA","county",05000US06099,172900,175400,190800,216000
"Sutter County, CA","county",05000US06101,188500,189600,198700,213100
"Tehama County, CA","county",05000US06103,177100,170300,171500,178600
"Trinity County, CA","county",05000US06105,257400,258500,263100,270100
"Tulare County, CA","county",05000US06107,163100,161000,162700,169600
"Tuolumne County, CA","county",05000US06109,269400,262600,259300,259800
"Ventura County, CA","county",05000US06111,442200,444800,458100,481400
"Yolo County, CA","county",05000US06113,314300,317700,325700,346200
"Yuba County, CA","county",05000US06115,171000,170800,172100,190700
"Adams County, CO","county",05000US08001,186600,189400,198800,216700
"Alamosa County, CO","county",05000US08003,137300,142100,144300,141600
"Arapahoe County, CO","county",05000US08005,230700,235600,247600,266600
"Archuleta County, CO","county",05000US08007,279700,264300,264200,268400
"Baca County, CO","county",05000US08009,73500,71500,73200,69900
"Bent County, CO","county",05000US08011,75500,69800,65700,76800
"Boulder County, CO","county",05000US08013,350900,358000,368800,391000
"Broomfield County, CO","county",05000US08014,275900,284100,295500,328200
"Chaffee County, CO","county",05000US08015,262300,265700,274200,289900
"Cheyenne County, CO","county",05000US08017,81700,84200,82300,89200
"Clear Creek County, CO","county",05000US08019,268500,273400,283900,297000
"Conejos County, CO","county",05000US08021,109700,111000,107100,113800
"Costilla County, CO","county",05000US08023,93800,101200,102300,110800
"Crowley County, CO","county",05000US08025,78800,73700,76100,74200
"Custer County, CO","county",05000US08027,216200,215400,220400,230700
"Delta County, CO","county",05000US08029,191200,190500,193000,196200
"Denver County, CO","county",05000US08031,249100,257500,271300,292700
"Dolores County, CO","county",05000US08033,121800,117400,119100,115900
"Douglas County, CO","county",05000US08035,335600,340300,354700,376300
"Eagle County, CO","county",05000US08037,453300,435600,419400,438500
"Elbert County, CO","county",05000US08039,333600,327300,337400,353700
"El Paso County, CO","county",05000US08041,213500,214300,218300,227000
"Fremont County, CO","county",05000US08043,159500,157400,158500,159000
"Garfield County, CO","county",05000US08045,302700,290600,287500,299700
"Gilpin County, CO","county",05000US08047,281700,260000,252800,255000
"Grand County, CO","county",05000US08049,282000,292700,282000,297500
"Gunnison County, CO","county",05000US08051,329500,325800,319200,311700
"Hinsdale County, CO","county",05000US08053,261700,264800,276000,275400
"Huerfano County, CO","county",05000US08055,152400,154700,147600,153400
"Jackson County, CO","county",05000US08057,123200,124800,158000,170300
"Jefferson County, CO","county",05000US08059,262400,267200,279500,299100
"Kiowa County, CO","county",05000US08061,79400,76400,83600,82700
"Kit Carson County, CO","county",05000US08063,121600,121600,122300,123400
"Lake County, CO","county",05000US08065,164400,168800,168500,184200
"La Plata County, CO","county",05000US08067,339400,333100,332700,340500
"Larimer County, CO","county",05000US08069,247100,251600,263400,282500
"Las Animas County, CO","county",05000US08071,151500,151200,150600,145800
"Lincoln County, CO","county",05000US08073,115000,124300,118300,126400
"Logan County, CO","county",05000US08075,119800,122300,124700,137300
"Mesa County, CO","county",05000US08077,210100,203200,199000,201500
"Mineral County, CO","county",05000US08079,275000,280200,277100,277500
"Moffat County, CO","county",05000US08081,176500,177700,175800,170000
"Montezuma County, CO","county",05000US08083,189400,184300,180400,187700
"Montrose County, CO","county",05000US08085,193700,194600,190900,193300
"Morgan County, CO","county",05000US08087,137000,135000,145500,152800
"Otero County, CO","county",05000US08089,91800,93200,91900,92300
"Ouray County, CO","county",05000US08091,383900,389600,388600,399400
"Park County, CO","county",05000US08093,247300,244300,244800,251700
"Phillips County, CO","county",05000US08095,132700,132900,132500,138500
"Pitkin County, CO","county",05000US08097,611200,570700,620700,552900
"Prowers County, CO","county",05000US08099,86100,86200,87400,88100
"Pueblo County, CO","county",05000US08101,138700,137600,138600,142700
"Rio Blanco County, CO","county",05000US08103,200400,199800,204800,208400
"Rio Grande County, CO","county",05000US08105,129500,126300,133700,136400
"Routt County, CO","county",05000US08107,390100,378100,394600,424300
"Saguache County, CO","county",05000US08109,135400,142200,146700,146600
"San Juan County, CO","county",05000US08111,242300,230300,223200,224100
"San Miguel County, CO","county",05000US08113,448000,511800,512800,505600
"Sedgwick County, CO","county",05000US08115,81400,84500,86800,94700
"Summit County, CO","county",05000US08117,460000,461100,478800,496100
"Teller County, CO","county",05000US08119,226900,232300,239000,244300
"Washington County, CO","county",05000US08121,110500,111500,113200,118000
"Weld County, CO","county",05000US08123,191500,196100,210100,227100
"Yuma County, CO","county",05000US08125,136600,137200,136400,134900
"Fairfield County, CT","county",05000US09001,432100,422400,416000,413400
"Hartford County, CT","county",05000US09003,241500,238600,236400,234900
"Litchfield County, CT","county",05000US09005,263600,259800,254600,249500
"Middlesex County, CT","county",05000US09007,292000,288300,285100,283800
"New Haven County, CT","county",05000US09009,256900,250400,245200,244000
"New London County, CT","county",05000US09011,252900,247700,244000,241500
"Tolland County, CT","county",05000US09013,254800,252400,247700,247800
"Windham County, CT","county",05000US09015,211100,203200,197500,196900
"Kent County, DE","county",05000US10001,199500,200200,200500,199800
"New Castle County, DE","county",05000US10003,246300,243400,242400,244300
"Sussex County, DE","county",05000US10005,236600,231400,228500,231600
"District of Columbia, DC","county",05000US11001,445200,454500,475800,506100
"Alachua County, FL","county",05000US12001,167900,164600,164000,165700
"Baker County, FL","county",05000US12003,124300,118100,114300,108600
"Bay County, FL","county",05000US12005,157600,156500,157800,162500
"Bradford County, FL","county",05000US12007,108000,93000,89200,92000
"Brevard County, FL","county",05000US12009,144900,138500,142200,150500
"Broward County, FL","county",05000US12011,181500,177300,185900,202300
"Calhoun County, FL","county",05000US12013,70000,76200,75500,80300
"Charlotte County, FL","county",05000US12015,143700,140900,145700,154400
"Citrus County, FL","county",05000US12017,117400,113500,112300,114300
"Clay County, FL","county",05000US12019,158600,153700,153000,157600
"Collier County, FL","county",05000US12021,261300,258400,272800,291900
"Columbia County, FL","county",05000US12023,108700,106600,103500,105100
"DeSoto County, FL","county",05000US12027,89900,83800,80400,82300
"Dixie County, FL","county",05000US12029,85300,79000,73800,69600
"Duval County, FL","county",05000US12031,151400,144000,142300,146400
"Escambia County, FL","county",05000US12033,130100,123000,120200,121800
"Flagler County, FL","county",05000US12035,169300,163800,164100,174700
"Franklin County, FL","county",05000US12037,143900,128700,122600,124500
"Gadsden County, FL","county",05000US12039,111200,107900,108400,105100
"Gilchrist County, FL","county",05000US12041,102300,105300,99900,94400
"Glades County, FL","county",05000US12043,87700,84100,84500,79200
"Gulf County, FL","county",05000US12045,120200,119900,142700,131400
"Hamilton County, FL","county",05000US12047,73500,69400,69500,71000
"Hardee County, FL","county",05000US12049,85800,84200,80700,78800
"Hendry County, FL","county",05000US12051,81400,72400,72400,70600
"Hernando County, FL","county",05000US12053,117400,111800,109300,112300
"Highlands County, FL","county",05000US12055,93600,87700,85200,86600
"Hillsborough County, FL","county",05000US12057,160000,156700,159200,167400
"Holmes County, FL","county",05000US12059,83400,83200,85100,90700
"Indian River County, FL","county",05000US12061,157400,156300,157800,160900
"Jackson County, FL","county",05000US12063,88100,86900,92100,92200
"Jefferson County, FL","county",05000US12065,121100,127100,135200,123300
"Lafayette County, FL","county",05000US12067,116600,106000,109800,112400
"Lake County, FL","county",05000US12069,142700,137900,140100,145100
"Lee County, FL","county",05000US12071,149400,150000,157400,171100
"Leon County, FL","county",05000US12073,183300,180600,180900,183800
"Levy County, FL","county",05000US12075,92200,89800,88600,86700
"Liberty County, FL","county",05000US12077,78800,73200,74000,69500
"Madison County, FL","county",05000US12079,81000,77500,78500,81100
"Manatee County, FL","county",05000US12081,165400,163700,169000,178700
"Marion County, FL","county",05000US12083,119400,111500,111000,114400
"Martin County, FL","county",05000US12085,197900,191500,200200,209700
"Miami-Dade County, FL","county",05000US12086,201000,194100,203300,221100
"Monroe County, FL","county",05000US12087,381200,379700,386400,400800
"Nassau County, FL","county",05000US12089,181100,176200,177100,192600
"Okaloosa County, FL","county",05000US12091,182100,181800,186300,191800
"Okeechobee County, FL","county",05000US12093,105300,100900,93800,90800
"Orange County, FL","county",05000US12095,167800,161900,163800,173700
"Osceola County, FL","county",05000US12097,129900,124500,132100,146500
"Palm Beach County, FL","county",05000US12099,199700,194600,204700,222700
"Pasco County, FL","county",05000US12101,120000,115700,117800,122100
"Pinellas County, FL","county",05000US12103,151500,146500,150200,157500
"Polk County, FL","county",05000US12105,111400,107100,107300,110400
"Putnam County, FL","county",05000US12107,89600,86600,85500,84100
"St. Johns County, FL","county",05000US12109,242900,240400,244400,259900
"St. Lucie County, FL","county",05000US12111,122900,120700,125600,137700
"Santa Rosa County, FL","county",05000US12113,162300,160200,161400,165500
"Sarasota County, FL","county",05000US12115,175000,172800,181400,196800
"Seminole County, FL","county",05000US12117,184300,175100,176100,188400
"Sumter County, FL","county",05000US12119,194100,199500,213900,227000
"Suwannee County, FL","county",05000US12121,98400,93800,92600,88700
"Taylor County, FL","county",05000US12123,87400,84000,83700,83200
"Union County, FL","county",05000US12125,89200,87000,87500,89100
"Volusia County, FL","county",05000US12127,142800,133100,131600,139000
"Wakulla County, FL","county",05000US12129,138300,129900,122200,131500
"Walton County, FL","county",05000US12131,159500,161100,169800,183400
"Washington County, FL","county",05000US12133,85900,84500,82900,93700
"Appling County, GA","county",05000US13001,75600,69500,72300,72100
"Atkinson County, GA","county",05000US13003,75000,74000,74400,62900
"Bacon County, GA","county",05000US13005,77000,74200,62800,64100
"Baker County, GA","county",05000US13007,72700,76500,78500,90700
"Baldwin County, GA","county",05000US13009,103900,104300,101700,103700
"Banks County, GA","county",05000US13011,140200,130700,121600,120800
"Barrow County, GA","county",05000US13013,127000,122600,119700,123200
"Bartow County, GA","county",05000US13015,128500,123900,123800,128200
"Ben Hill County, GA","county",05000US13017,79700,80400,80900,81100
"Berrien County, GA","county",05000US13019,80100,80900,84300,82300
"Bibb County, GA","county",05000US13021,123000,122000,118700,117000
"Bleckley County, GA","county",05000US13023,79900,85500,87100,99800
"Brantley County, GA","county",05000US13025,68500,66900,67400,65600
"Brooks County, GA","county",05000US13027,101400,91800,94900,91400
"Bryan County, GA","county",05000US13029,182400,184800,195600,202000
"Bulloch County, GA","county",05000US13031,134900,128200,129700,131600
"Burke County, GA","county",05000US13033,80000,79700,81000,79800
"Butts County, GA","county",05000US13035,125400,122300,113900,117000
"Calhoun County, GA","county",05000US13037,53000,52400,56600,55600
"Camden County, GA","county",05000US13039,154500,151800,151100,151700
"Candler County, GA","county",05000US13043,86700,83400,89000,89900
"Carroll County, GA","county",05000US13045,118500,115600,112100,113700
"Catoosa County, GA","county",05000US13047,130200,129300,129800,135300
"Charlton County, GA","county",05000US13049,76100,85000,82000,80400
"Chatham County, GA","county",05000US13051,174500,171100,171500,174500
"Chattahoochee County, GA","county",05000US13053,97100,83100,64800,66400
"Chattooga County, GA","county",05000US13055,72400,66700,63900,67300
"Cherokee County, GA","county",05000US13057,190400,186900,190500,204400
"Clarke County, GA","county",05000US13059,156600,152700,150300,152300
"Clay County, GA","county",05000US13061,72300,63700,69400,71400
"Clayton County, GA","county",05000US13063,97500,89100,85200,86700
"Clinch County, GA","county",05000US13065,62900,66500,58000,65400
"Cobb County, GA","county",05000US13067,196700,194900,197400,205600
"Coffee County, GA","county",05000US13069,80700,79700,83400,84400
"Colquitt County, GA","county",05000US13071,83500,79300,79600,82600
"Columbia County, GA","county",05000US13073,170400,170100,170800,176400
"Cook County, GA","county",05000US13075,83100,83200,86000,80000
"Coweta County, GA","county",05000US13077,176400,178800,181000,182300
"Crawford County, GA","county",05000US13079,90800,86100,85800,89900
"Crisp County, GA","county",05000US13081,95600,89100,98200,91000
"Dade County, GA","county",05000US13083,112800,116800,118300,119200
"Dawson County, GA","county",05000US13085,186000,174400,188300,196400
"Decatur County, GA","county",05000US13087,102900,99800,114400,111100
"DeKalb County, GA","county",05000US13089,168900,163600,163000,168100
"Dodge County, GA","county",05000US13091,70000,70700,67900,68900
"Dooly County, GA","county",05000US13093,67600,63600,73000,83600
"Dougherty County, GA","county",05000US13095,101700,100800,101400,100500
"Douglas County, GA","county",05000US13097,135700,125500,121300,127400
"Early County, GA","county",05000US13099,82400,83900,81600,82100
"Echols County, GA","county",05000US13101,71600,71500,67600,55600
"Effingham County, GA","county",05000US13103,155400,153700,152600,152300
"Elbert County, GA","county",05000US13105,84500,81800,82400,83700
"Emanuel County, GA","county",05000US13107,69900,69400,67800,72300
"Evans County, GA","county",05000US13109,89700,88000,87900,86700
"Fannin County, GA","county",05000US13111,161300,159400,164600,169800
"Fayette County, GA","county",05000US13113,231500,229400,229500,240200
"Floyd County, GA","county",05000US13115,114800,117500,117100,119600
"Forsyth County, GA","county",05000US13117,258200,260200,267300,281400
"Franklin County, GA","county",05000US13119,114800,109600,102700,99100
"Fulton County, GA","county",05000US13121,238200,237600,241300,252700
"Gilmer County, GA","county",05000US13123,142200,144700,139600,152200
"Glascock County, GA","county",05000US13125,70000,63800,66300,68900
"Glynn County, GA","county",05000US13127,162900,157200,159200,161800
"Gordon County, GA","county",05000US13129,116100,113100,113000,112300
"Grady County, GA","county",05000US13131,110800,107100,115100,108200
"Greene County, GA","county",05000US13133,145200,164300,169300,182800
"Gwinnett County, GA","county",05000US13135,171300,167700,167700,173000
"Habersham County, GA","county",05000US13137,137900,129800,131500,130600
"Hall County, GA","county",05000US13139,165300,162200,159700,164500
"Hancock County, GA","county",05000US13141,67800,66800,66700,67700
"Haralson County, GA","county",05000US13143,106800,105000,103500,106600
"Harris County, GA","county",05000US13145,203800,201000,201100,200200
"Hart County, GA","county",05000US13147,118400,114800,116600,122200
"Heard County, GA","county",05000US13149,93200,86900,88200,94200
"Henry County, GA","county",05000US13151,147500,142300,140300,146100
"Houston County, GA","county",05000US13153,132900,132300,132400,136000
"Irwin County, GA","county",05000US13155,83400,76900,80000,81800
"Jackson County, GA","county",05000US13157,161300,156700,155700,155900
"Jasper County, GA","county",05000US13159,120200,113100,111200,115000
"Jeff Davis County, GA","county",05000US13161,79900,80600,71800,73900
"Jefferson County, GA","county",05000US13163,67200,66800,64800,67800
"Jenkins County, GA","county",05000US13165,63400,61900,54700,60600
"Johnson County, GA","county",05000US13167,65000,66500,67600,63800
"Jones County, GA","county",05000US13169,138900,131900,129300,129700
"Lamar County, GA","county",05000US13171,122600,120900,124300,121000
"Lanier County, GA","county",05000US13173,111800,102100,100900,112700
"Laurens County, GA","county",05000US13175,85200,85700,84100,85300
"Lee County, GA","county",05000US13177,159000,156400,157100,154800
"Liberty County, GA","county",05000US13179,126900,124300,122400,122500
"Lincoln County, GA","county",05000US13181,103700,99100,113800,118000
"Long County, GA","county",05000US13183,111900,97900,103300,99800
"Lowndes County, GA","county",05000US13185,133700,133100,135000,133700
"Lumpkin County, GA","county",05000US13187,165900,169700,167400,171900
"McDuffie County, GA","county",05000US13189,106100,106300,102300,101100
"McIntosh County, GA","county",05000US13191,103700,120800,108400,110200
"Macon County, GA","county",05000US13193,65500,69200,68100,69800
"Madison County, GA","county",05000US13195,127800,118800,122700,122800
"Marion County, GA","county",05000US13197,87000,103300,93300,103300
"Meriwether County, GA","county",05000US13199,91200,88400,89800,88400
"Miller County, GA","county",05000US13201,83200,90700,92500,89400
"Mitchell County, GA","county",05000US13205,77900,80400,76700,78300
"Monroe County, GA","county",05000US13207,148300,150000,153300,157900
"Montgomery County, GA","county",05000US13209,74300,73400,75200,75600
"Morgan County, GA","county",05000US13211,175700,175600,182900,190100
"Murray County, GA","county",05000US13213,94100,86200,89800,93700
"Muscogee County, GA","county",05000US13215,133300,134200,134500,138600
"Newton County, GA","county",05000US13217,125600,118500,115500,117900
"Oconee County, GA","county",05000US13219,238200,235000,235700,242000
"Oglethorpe County, GA","county",05000US13221,120800,125100,121200,113600
"Paulding County, GA","county",05000US13223,135500,131800,133500,140600
"Peach County, GA","county",05000US13225,120000,123300,124600,124500
"Pickens County, GA","county",05000US13227,166300,167500,175000,181100
"Pierce County, GA","county",05000US13229,79600,86200,98000,98100
"Pike County, GA","county",05000US13231,152800,155800,155200,154200
"Polk County, GA","county",05000US13233,107900,102000,102600,98000
"Pulaski County, GA","county",05000US13235,87300,87800,100700,114100
"Putnam County, GA","county",05000US13237,140600,140400,155100,156000
"Quitman County, GA","county",05000US13239,62300,63600,69200,69700
"Rabun County, GA","county",05000US13241,168300,160200,161500,158800
"Randolph County, GA","county",05000US13243,70300,73400,68400,71600
"Richmond County, GA","county",05000US13245,100900,100400,101900,100600
"Rockdale County, GA","county",05000US13247,149900,143900,140000,143100
"Schley County, GA","county",05000US13249,93000,91200,91500,99300
"Screven County, GA","county",05000US13251,77000,78200,80500,77800
"Seminole County, GA","county",05000US13253,71200,76300,75600,76800
"Spalding County, GA","county",05000US13255,113900,114600,111500,110300
"Stephens County, GA","county",05000US13257,106600,99500,101100,95900
"Stewart County, GA","county",05000US13259,50600,46100,52500,52200
"Sumter County, GA","county",05000US13261,90300,85000,84700,86900
"Talbot County, GA","county",05000US13263,76500,76900,72300,75000
"Taliaferro County, GA","county",05000US13265,68300,57800,63100,57000
"Tattnall County, GA","county",05000US13267,86100,90100,80600,85600
"Taylor County, GA","county",05000US13269,60800,61600,58000,60200
"Telfair County, GA","county",05000US13271,58300,58200,56400,57700
"Terrell County, GA","county",05000US13273,78800,81600,83700,86500
"Thomas County, GA","county",05000US13275,127000,124200,123100,126500
"Tift County, GA","county",05000US13277,117300,116200,112400,118300
"Toombs County, GA","county",05000US13279,88100,89400,89900,93600
"Towns County, GA","county",05000US13281,164000,162700,175100,189400
"Treutlen County, GA","county",05000US13283,64300,73200,71100,71300
"Troup County, GA","county",05000US13285,121300,118300,116300,120300
"Turner County, GA","county",05000US13287,83800,74600,70900,73000
"Twiggs County, GA","county",05000US13289,54700,55400,56900,58600
"Union County, GA","county",05000US13291,198300,181400,184900,185400
"Upson County, GA","county",05000US13293,86600,82600,85600,83600
"Walker County, GA","county",05000US13295,104700,100100,105900,107500
"Walton County, GA","county",05000US13297,157100,153500,152900,157400
"Ware County, GA","county",05000US13299,79600,79700,78600,77100
"Warren County, GA","county",05000US13301,66700,67700,62300,62100
"Washington County, GA","county",05000US13303,82300,82300,80400,79400
"Wayne County, GA","county",05000US13305,80400,85300,91400,98600
"Webster County, GA","county",05000US13307,48800,43500,46000,50700
"Wheeler County, GA","county",05000US13309,54200,61100,49400,48300
"White County, GA","county",05000US13311,169600,161700,155800,155200
"Whitfield County, GA","county",05000US13313,122800,120800,120400,120200
"Wilcox County, GA","county",05000US13315,71200,70000,64900,67300
"Wilkes County, GA","county",05000US13317,95200,92800,95200,87200
"Wilkinson County, GA","county",05000US13319,71600,71800,71500,69600
"Worth County, GA","county",05000US13321,75400,69200,70800,77800
"Hawaii County, HI","county",05000US15001,309800,301500,301700,306000
"Honolulu County, HI","county",05000US15003,556300,564400,580200,602700
"Kalawao County, HI","county",05000US15005,,,,
"Kauai County, HI","county",05000US15007,484500,483800,480600,493800
"Maui County, HI","county",05000US15009,523700,510300,509700,528500
"Ada County, ID","county",05000US16001,183600,183300,188800,200200
"Adams County, ID","county",05000US16003,150500,142800,145000,160700
"Bannock County, ID","county",05000US16005,142600,143800,145300,146600
"Bear Lake County, ID","county",05000US16007,129700,127200,138900,136700
"Benewah County, ID","county",05000US16009,136000,135600,142800,147800
"Bingham County, ID","county",05000US16011,135400,136300,141400,143500
"Blaine County, ID","county",05000US16013,375000,373000,374800,384800
"Boise County, ID","county",05000US16015,195600,187700,188200,188300
"Bonner County, ID","county",05000US16017,222200,215600,211300,212100
"Bonneville County, ID","county",05000US16019,154700,154000,155600,157100
"Boundary County, ID","county",05000US16021,174300,173500,172800,174500
"Butte County, ID","county",05000US16023,110300,111400,105800,101300
"Camas County, ID","county",05000US16025,163000,154200,164500,170600
"Canyon County, ID","county",05000US16027,122800,120200,122200,131300
"Caribou County, ID","county",05000US16029,116300,124800,126600,125900
"Cassia County, ID","county",05000US16031,125900,128200,131500,130100
"Clark County, ID","county",05000US16033,111700,100400,97300,103600
"Clearwater County, ID","county",05000US16035,138300,131200,126200,129500
"Custer County, ID","county",05000US16037,150600,154500,161500,166800
"Elmore County, ID","county",05000US16039,136800,131200,135300,137800
"Franklin County, ID","county",05000US16041,156800,159200,160900,164100
"Fremont County, ID","county",05000US16043,147600,150100,152100,147500
"Gem County, ID","county",05000US16045,150400,141900,140200,143000
"Gooding County, ID","county",05000US16047,123800,119000,127700,132200
"Idaho County, ID","county",05000US16049,150900,151600,153700,161300
"Jefferson County, ID","county",05000US16051,157500,155700,156000,160300
"Jerome County, ID","county",05000US16053,135200,138300,135800,139700
"Kootenai County, ID","county",05000US16055,188800,184200,185700,193300
"Latah County, ID","county",05000US16057,189100,189100,191100,195800
"Lemhi County, ID","county",05000US16059,186900,174800,172700,178300
"Lewis County, ID","county",05000US16061,116600,114800,115300,116400
"Lincoln County, ID","county",05000US16063,120300,112100,121000,128900
"Madison County, ID","county",05000US16065,169600,174400,177700,185200
"Minidoka County, ID","county",05000US16067,108500,109000,111000,117400
"Nez Perce County, ID","county",05000US16069,165900,166000,167900,169500
"Oneida County, ID","county",05000US16071,126100,130600,132500,142700
"Owyhee County, ID","county",05000US16073,121200,123200,122400,120500
"Payette County, ID","county",05000US16075,132700,128200,129300,136400
"Power County, ID","county",05000US16077,125600,130300,125500,125100
"Shoshone County, ID","county",05000US16079,123200,117500,119600,117600
"Teton County, ID","county",05000US16081,222700,220700,222900,254600
"Twin Falls County, ID","county",05000US16083,148900,150400,147900,149100
